Hex sent       Integer     Float         Integer     Float
by app            representation            bit shifted
--------       ----------  -------       ----------  -------
3f365550,      1060525392, 0.71224,      1064130176, 0.92710
3f370d50,      1060572496, 0.71505,      1064187520, 0.93052
3f384450,      1060652112, 0.71979,      1064374912, 0.94169
3f391607,      1060705799, 0.72299,      1064458296, 0.94666
3f393350,      1060713296, 0.72344,      1064488576, 0.94846
3f3a6b51,      1060793169, 0.72820,      1064677000, 0.95969
3f3b2251,      1060840017, 0.73099,      1064733320, 0.96305
3f3b5a51,      1060854353, 0.73185,      1064790664, 0.96647
3f3c1151,      1060901201, 0.73464,      1064846984, 0.96983
3f3d566d,      1060984429, 0.73960,      1065048936, 0.98186
3f3e0052,      1061027922, 0.74219,      1065091728, 0.98441
3f3e3852,      1061042258, 0.74305,      1065149072, 0.98783
3f406560,      1061184864, 0.75155,      1065457408, 1.01242
3f425461,      1061311585, 0.75910,      1065702152, 1.04160
3f434361,      1061372769, 0.76275,      1065815816, 1.05515
3f445014,      1061441556, 0.76685,      1065959584, 1.07228
3f453261,      1061499489, 0.77030,      1066060552, 1.08432
3f456962,      1061513570, 0.77114,      1066116880, 1.09104
3f462162,      1061560674, 0.77395,      1066174224, 1.09787
3f475862,      1061640290, 0.77869,      1066361616, 1.12021
3f481062,      1061687394, 0.78150,      1066418960, 1.12705
3f492323,      1061757731, 0.78569,      1066568984, 1.14493
3f495415,      1061770261, 0.78644,      1066619048, 1.15090
3f4c5d64,      1061969252, 0.79830,      1067022112, 1.19895
3f4d4c64,      1062030436, 0.80195,      1067135776, 1.21250
3f4f3b64,      1062157156, 0.80950,      1067380512, 1.24167
3f504817,      1062225943, 0.81360,      1067524280, 1.25881
3f502a65,      1062218341, 0.81315,      1067494184, 1.25522
3f513717,      1062287127, 0.81725,      1067637944, 1.27236
3f521965,      1062345061, 0.82070,      1067738920, 1.28440
3f525e01,      1062362625, 0.82175,      1067808776, 1.29273
3f530866,      1062406246, 0.82435,      1067852592, 1.29795
3f550401,      1062536193, 0.83209,      1068109832, 1.32861
3f552e66,      1062547046, 0.83274,      1068153648, 1.33384
3f594467,      1062814823, 0.84870,      1068700472, 1.39902
